RACEID,YEAR,ROUND,NAME,F1DATE,TIME,URL,SCORE,DNF_COUNT,DNF_DUE_TO_ACCIDENT_COUNT,WEATHER,WEATHER_WET,CIRCUITREF,YEAR_C,RACE_COUNT,NAME_YEAR,OVERTAKEN_POSITIONS_TOTAL
438,1984,3,Belgian Grand Prix,29-Apr-84,\N,http://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix,,19,2,not found,N,zolder,1984,1,1984 Belgian Grand Prix,0
1023,2019,14,Italian Grand Prix,8-Sep-19,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,8.2,3,0,Partly cloudy,N,monza,2019,1,2019 Italian Grand Prix,130
511,1980,14,United States Grand Prix,5-Oct-80,\N,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix,,15,5,Cloudy and dry with temperatures reaching up to 54 °F (12 °C); wind speeds up to 8 miles per hour (13 km/h)[1],N,watkins_glen,1980,1,1980 United States Grand Prix,0
370,1989,15,Japanese Grand Prix,22-Oct-89,\N,http://en.wikipedia.org/wiki/1989_Japanese_Grand_Prix,,29,3,"Dry, warm, cloudy",N,suzuka,1989,1,1989 Japanese Grand Prix,0
877,2012,18,Abu Dhabi Grand Prix,4-Nov-12,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,8.854,7,5,Dry[2] Air Temp 29 °C (84 °F)[2] Track Temp 34 °C (93 °F) dropping to 29 °C (84 °F)[2],N,yas_marina,2012,1,2012 Abu Dhabi Grand Prix,180
239,1996,16,Japanese Grand Prix,13-Oct-96,\N,http://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix,,7,3,"Sunny, mild and dry",N,suzuka,1996,1,1996 Japanese Grand Prix,85
652,1970,10,Italian Grand Prix,6-Sep-70,\N,http://en.wikipedia.org/wiki/1970_Italian_Grand_Prix,,19,2,"Sunny, Dry",N,monza,1970,1,1970 Italian Grand Prix,0
193,1998,3,Argentine Grand Prix,12-Apr-98,\N,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,,8,3,Cloudy with variable levels of dryness; temperatures reaching up to 19 °C (66 °F)[2],N,galvez,1998,1,1998 Argentine Grand Prix,79
243,1995,4,Spanish Grand Prix,14-May-95,\N,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,,11,0,Sunny,N,catalunya,1995,1,1995 Spanish Grand Prix,0
109,2003,2,Malaysian Grand Prix,23-Mar-03,\N,http://en.wikipedia.org/wiki/2003_Malaysian_Grand_Prix,,7,1,"Fine, air temperature 34°C (93°F)",N,sepang,2003,1,2003 Malaysian Grand Prix,73
794,1955,3,Indianapolis 500,30-May-55,\N,http://en.wikipedia.org/wiki/1955_Indianapolis_500,,19,6,Cool and windy,N,indianapolis,1955,1,1955 Indianapolis 500,0
473,1982,7,Detroit Grand Prix,6-Jun-82,\N,http://en.wikipedia.org/wiki/1982_Detroit_Grand_Prix,,18,9,Sunny and warm with temperatures reaching up to 72 °F (22 °C); wind speeds up to 16.1 miles per hour (25.9 km/h)[1],N,detroit,1982,1,1982 Detroit Grand Prix,0
540,1978,14,Italian Grand Prix,10-Sep-78,\N,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix,,17,5,Sunny,N,monza,1978,1,1978 Italian Grand Prix,0
398,1987,11,Italian Grand Prix,6-Sep-87,\N,http://en.wikipedia.org/wiki/1987_Italian_Grand_Prix,,12,1,Dry,N,monza,1987,1,1987 Italian Grand Prix,0
792,1955,1,Argentine Grand Prix,16-Jan-55,\N,http://en.wikipedia.org/wiki/1955_Argentine_Grand_Prix,,19,7,Very hot and dry,N,galvez,1955,1,1955 Argentine Grand Prix,0
894,2013,14,Korean Grand Prix,6-Oct-13,6:00:00,http://en.wikipedia.org/wiki/2013_Korean_Grand_Prix,7.351,3,3,Cloudy with maximum temperatures reaching 29 degrees during the day,N,yeongam,2013,1,2013 Korean Grand Prix,257
965,2016,18,United States Grand Prix,23-Oct-16,19:00:00,https://en.wikipedia.org/wiki/2016_United_States_Grand_Prix,6.04,4,1,Sunny and hot with temperatures reaching up to 84 °F (29 °C); wind speeds approaching speeds of 9.2 miles per hour (14.8 km/h)[2],N,americas,2016,1,2016 United States Grand Prix,168
244,1995,5,Monaco Grand Prix,28-May-95,\N,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,,16,5,"Warm, sunny",N,monaco,1995,1,1995 Monaco Grand Prix,0
609,1973,5,Belgian Grand Prix,20-May-73,\N,http://en.wikipedia.org/wiki/1973_Belgian_Grand_Prix,,14,8,"Warm, dry",N,zolder,1973,1,1973 Belgian Grand Prix,0
265,1994,9,German Grand Prix,31-Jul-94,\N,http://en.wikipedia.org/wiki/1994_German_Grand_Prix,,20,10,Sunny,N,hockenheimring,1994,1,1994 German Grand Prix,0
291,1992,3,Brazilian Grand Prix,5-Apr-92,\N,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix,,20,3,Dry,N,interlagos,1992,1,1992 Brazilian Grand Prix,0
633,1971,2,Spanish Grand Prix,18-Apr-71,\N,http://en.wikipedia.org/wiki/1971_Spanish_Grand_Prix,,11,0,"Sunny, Hot, Dry",N,montjuic,1971,1,1971 Spanish Grand Prix,0
690,1966,1,Monaco Grand Prix,22-May-66,\N,http://en.wikipedia.org/wiki/1966_Monaco_Grand_Prix,,12,0,"Overcast, Mild, Dry",N,monaco,1966,1,1966 Monaco Grand Prix,0
553,1977,11,German Grand Prix,31-Jul-77,\N,http://en.wikipedia.org/wiki/1977_German_Grand_Prix,,21,3,Dry,N,hockenheimring,1977,1,1977 German Grand Prix,0
421,1985,2,Portuguese Grand Prix,21-Apr-85,\N,http://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix,,17,7,"Overcast, Cold, Rain",Y,estoril,1985,1,1985 Portuguese Grand Prix,0
976,2017,8,Azerbaijan Grand Prix,25-Jun-17,13:00:00,https://en.wikipedia.org/wiki/2017_Azerbaijan_Grand_Prix,8.79,7,1,Sunny,N,BAK,2017,1,2017 Azerbaijan Grand Prix,136
589,1975,14,United States Grand Prix,5-Oct-75,\N,http://en.wikipedia.org/wiki/1975_United_States_Grand_Prix,,14,4,Partly sunny with temperatures reaching a maximum of 69.1 °F (20.6 °C); wind speeds up to 14 miles per hour (23 km/h)[1],N,watkins_glen,1975,1,1975 United States Grand Prix,0
489,1981,7,Spanish Grand Prix,21-Jun-81,\N,http://en.wikipedia.org/wiki/1981_Spanish_Grand_Prix,,14,3,"Sunny, hot",N,jarama,1981,1,1981 Spanish Grand Prix,0
7,2009,7,Turkish Grand Prix,7-Jun-09,12:00:00,http://en.wikipedia.org/wiki/2009_Turkish_Grand_Prix,5.276,2,0,Sunny,N,istanbul,2009,1,2009 Turkish Grand Prix,171
307,1991,3,San Marino Grand Prix,28-Apr-91,\N,http://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix,,24,6,"Wet at start, dry by finish",Y,imola,1991,1,1991 San Marino Grand Prix,0
89,2005,19,Chinese Grand Prix,16-Oct-05,14:00:00,http://en.wikipedia.org/wiki/2005_Chinese_Grand_Prix,,7,3,Sunny,N,shanghai,2005,1,2005 Chinese Grand Prix,125
668,1968,2,Spanish Grand Prix,12-May-68,\N,http://en.wikipedia.org/wiki/1968_Spanish_Grand_Prix,,9,1,"Hot, Dry",N,jarama,1968,1,1968 Spanish Grand Prix,0
719,1963,1,Monaco Grand Prix,26-May-63,\N,http://en.wikipedia.org/wiki/1963_Monaco_Grand_Prix,,18,1,not found,N,monaco,1963,1,1963 Monaco Grand Prix,0
821,1952,5,British Grand Prix,19-Jul-52,\N,http://en.wikipedia.org/wiki/1952_British_Grand_Prix,,10,0,"Overcast, dry.",N,silverstone,1952,1,1952 British Grand Prix,0
579,1975,4,Spanish Grand Prix,27-Apr-75,\N,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,18,8,Sunny,N,montjuic,1975,1,1975 Spanish Grand Prix,0
446,1984,11,German Grand Prix,5-Aug-84,\N,http://en.wikipedia.org/wiki/1984_German_Grand_Prix,,18,1,Dry,N,hockenheimring,1984,1,1984 German Grand Prix,0
755,1960,10,United States Grand Prix,20-Nov-60,\N,http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix,,7,2,Temperatures up to 75.9 °F (24.4 °C); wind speeds up to 9.9 miles per hour (15.9 km/h)[1],N,riverside,1960,1,1960 United States Grand Prix,0
959,2016,12,German Grand Prix,31-Jul-16,12:00:00,https://en.wikipedia.org/wiki/2016_German_Grand_Prix,5.81,2,0,Partially cloudy and dry,N,hockenheimring,2016,1,2016 German Grand Prix,228
1005,2018,17,Japanese Grand Prix,7-Oct-18,5:10:00,https://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix,6.77,3,0,not found,N,suzuka,2018,1,2018 Japanese Grand Prix,158
627,1972,8,German Grand Prix,30-Jul-72,\N,http://en.wikipedia.org/wiki/1972_German_Grand_Prix,,13,2,not found,N,nurburgring,1972,1,1972 German Grand Prix,0
40,2007,5,Monaco Grand Prix,27-May-07,12:00:00,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix,,5,2,"Cloudy, air temp 24–27 °C (75–81 °F), track temp 33–42 °C (91–108 °F)",N,monaco,2007,1,2007 Monaco Grand Prix,62
427,1985,8,British Grand Prix,21-Jul-85,\N,http://en.wikipedia.org/wiki/1985_British_Grand_Prix,,16,5,"Cool, overcast",N,silverstone,1985,1,1985 British Grand Prix,0
138,2002,15,Italian Grand Prix,15-Sep-02,\N,http://en.wikipedia.org/wiki/2002_Italian_Grand_Prix,,7,2,"Sunny, hot, dry 23°C",N,monza,2002,1,2002 Italian Grand Prix,85
222,1997,16,Japanese Grand Prix,12-Oct-97,\N,http://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix,,10,3,Sunny[1],N,suzuka,1997,1,1997 Japanese Grand Prix,125
58,2006,6,Spanish Grand Prix,14-May-06,14:00:00,http://en.wikipedia.org/wiki/2006_Spanish_Grand_Prix,,6,1,Sunny,N,catalunya,2006,1,2006 Spanish Grand Prix,104
765,1958,1,Argentine Grand Prix,19-Jan-58,\N,http://en.wikipedia.org/wiki/1958_Argentine_Grand_Prix,,1,0,not found,N,galvez,1958,1,1958 Argentine Grand Prix,0
531,1978,5,Monaco Grand Prix,7-May-78,\N,http://en.wikipedia.org/wiki/1978_Monaco_Grand_Prix,,19,3,Dry,N,monaco,1978,1,1978 Monaco Grand Prix,0
384,1988,13,Portuguese Grand Prix,25-Sep-88,\N,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix,,19,3,Sunny and hot,N,estoril,1988,1,1988 Portuguese Grand Prix,0
464,1983,13,Italian Grand Prix,11-Sep-83,\N,http://en.wikipedia.org/wiki/1983_Italian_Grand_Prix,,16,1,Dry,N,monza,1983,1,1983 Italian Grand Prix,0
846,2011,6,Monaco Grand Prix,29-May-11,12:00:00,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,7.684,7,5,"Sunny, Fine and Dry[2]Air Temp 24 °C (75 °F)[2]Track Temp 44 °C (111 °F)[2]",N,monaco,2011,1,2011 Monaco Grand Prix,155
453,1983,2,United States Grand Prix West,27-Mar-83,\N,http://en.wikipedia.org/wiki/1983_United_States_Grand_Prix_West,,17,7,Sunny and warm with temperatures reaching up to 65.8 °F (18.8 °C); wind speeds approaching speeds up to 9.9 miles per hour (15.9 km/h)[1],N,long_beach,1983,1,1983 United States Grand Prix West,0
24,2008,7,Canadian Grand Prix,8-Jun-08,17:00:00,http://en.wikipedia.org/wiki/2008_Canadian_Grand_Prix,7.809,7,5,Hot with temperatures approaching 31 °C (88 °F); wind speeds up to 8.9 kilometres per hour (5.5 mph)[1],N,villeneuve,2008,1,2008 Canadian Grand Prix,201
103,2004,14,Belgian Grand Prix,29-Aug-04,\N,http://en.wikipedia.org/wiki/2004_Belgian_Grand_Prix,,10,6,Dry with temperatures reaching up to 15 °C (59 °F)[1],N,spa,2004,1,2004 Belgian Grand Prix,127
168,2000,11,German Grand Prix,30-Jul-00,\N,http://en.wikipedia.org/wiki/2000_German_Grand_Prix,,11,6,Dry/Wet,Y,hockenheimring,2000,1,2000 German Grand Prix,175
855,2011,15,Japanese Grand Prix,9-Oct-11,6:00:00,http://en.wikipedia.org/wiki/2011_Japanese_Grand_Prix,7.57,1,0,Sunny and dry Air Temp 24 °C (75 °F)[2],N,suzuka,2011,1,2011 Japanese Grand Prix,289
167,2000,10,Austrian Grand Prix,16-Jul-00,\N,http://en.wikipedia.org/wiki/2000_Austrian_Grand_Prix,,10,5,"Partially cloudy, dry",N,osterreichring,2000,1,2000 Austrian Grand Prix,79
161,2000,4,British Grand Prix,23-Apr-00,\N,http://en.wikipedia.org/wiki/2000_British_Grand_Prix,,5,1,"Sunny, mild, dry, Air Temp: 10 °C (50 °F)",N,silverstone,2000,1,2000 British Grand Prix,186
116,2003,9,European Grand Prix,29-Jun-03,\N,http://en.wikipedia.org/wiki/2003_European_Grand_Prix,,5,1,Mostly cloudy with maximum ambient temperatures reaching 25 degrees celsius during the day.,N,nurburgring,2003,1,2003 European Grand Prix,126
859,2011,19,Brazilian Grand Prix,27-Nov-11,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,5.771,4,0,Fine Air Temp 24 °C (75 °F) Track Temp 43 °C (109 °F)[1],N,interlagos,2011,1,2011 Brazilian Grand Prix,178
34,2008,17,Chinese Grand Prix,19-Oct-08,7:00:00,http://en.wikipedia.org/wiki/2008_Chinese_Grand_Prix,4.446,3,1,Dry,N,shanghai,2008,1,2008 Chinese Grand Prix,162
154,2001,14,Belgian Grand Prix,2-Sep-01,\N,http://en.wikipedia.org/wiki/2001_Belgian_Grand_Prix,,9,5,not found,N,spa,2001,1,2001 Belgian Grand Prix,74
178,1999,4,Monaco Grand Prix,16-May-99,\N,http://en.wikipedia.org/wiki/1999_Monaco_Grand_Prix,,14,4,"Sunny, hot, dry",N,monaco,1999,1,1999 Monaco Grand Prix,28
192,1998,2,Brazilian Grand Prix,29-Mar-98,\N,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,,12,3,"Mostly cloudy, 31 °C (88 °F)",N,interlagos,1998,1,1998 Brazilian Grand Prix,80
8,2009,8,British Grand Prix,21-Jun-09,12:00:00,http://en.wikipedia.org/wiki/2009_British_Grand_Prix,5.755,2,2,"Dry, overcast",N,silverstone,2009,1,2009 British Grand Prix,142
56,2006,4,San Marino Grand Prix,23-Apr-06,14:00:00,http://en.wikipedia.org/wiki/2006_San_Marino_Grand_Prix,,6,2,Sunny,N,imola,2006,1,2006 San Marino Grand Prix,116
77,2005,7,European Grand Prix,29-May-05,14:00:00,http://en.wikipedia.org/wiki/2005_European_Grand_Prix,,3,3,"Partly cloudy, hot and dry",N,nurburgring,2005,1,2005 European Grand Prix,123
123,2003,16,Japanese Grand Prix,12-Oct-03,\N,http://en.wikipedia.org/wiki/2003_Japanese_Grand_Prix,,4,0,"Cloudy, Air: 22 °C (72 °F), Track 25 °C (77 °F)",N,suzuka,2003,1,2003 Japanese Grand Prix,213
998,2018,10,British Grand Prix,8-Jul-18,13:10:00,https://en.wikipedia.org/wiki/2018_British_Grand_Prix,8.65,6,3,Sunny 27.0 °C (80.6 °F)[2],N,silverstone,2018,1,2018 British Grand Prix,124
224,1996,1,Australian Grand Prix,10-Mar-96,\N,http://en.wikipedia.org/wiki/1996_Australian_Grand_Prix,,11,3,Dry with temperatures reaching up to 23 °C (73 °F)[1],N,albert_park,1996,1,1996 Australian Grand Prix,62
910,2014,11,Hungarian Grand Prix,27-Jul-14,12:00:00,http://en.wikipedia.org/wiki/2014_Hungarian_Grand_Prix,9.14,6,4,"Overcast. Wet track at start, then drying. Scattered thunderstorms during the day, temperatures reaching a maximum of 26 degrees.[1]",Y,hungaroring,2014,1,2014 Hungarian Grand Prix,247
78,2005,8,Canadian Grand Prix,12-Jun-05,13:00:00,http://en.wikipedia.org/wiki/2005_Canadian_Grand_Prix,,9,1,Cloudy and hot with temperatures approaching 32.5 °C (90.5 °F)Wind speeds up to 5.1 km/h (3.2 mph)[1]Track 43–47 °C (109–117 °F),N,villeneuve,2005,1,2005 Canadian Grand Prix,89
351,2010,15,Singapore Grand Prix,26-Sep-10,12:00:00,http://en.wikipedia.org/wiki/2010_Singapore_Grand_Prix,7.194,9,5,"Clear; Air temp 29 to 30 °C (84 to 86 °F), Track temp 31 °C (88 °F)[4][5]",N,marina_bay,2010,1,2010 Singapore Grand Prix,104
879,2012,20,Brazilian Grand Prix,25-Nov-12,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,9.449,6,6,"Race start: drops of rain, light rain shower getting heavier at the end.[2] Air Temp 19 °C (66 °F)[2] Track Temp 21 °C (70 °F)[2]",Y,interlagos,2012,1,2012 Brazilian Grand Prix,367
30,2008,13,Belgian Grand Prix,7-Sep-08,12:00:00,http://en.wikipedia.org/wiki/2008_Belgian_Grand_Prix,7.736,4,2,"Cloudy, rain in last 3 laps",Y,spa,2008,1,2008 Belgian Grand Prix,120
38,2007,3,Bahrain Grand Prix,15-Apr-07,11:30:00,http://en.wikipedia.org/wiki/2007_Bahrain_Grand_Prix,,7,2,"Sunny, dry, windy",N,bahrain,2007,1,2007 Bahrain Grand Prix,145
191,1998,1,Australian Grand Prix,8-Mar-98,\N,http://en.wikipedia.org/wiki/1998_Australian_Grand_Prix,,13,3,"Clear with maximum temperatures reaching 24 degrees at the start, increasing to 30 degrees by the end of the race.",N,albert_park,1998,1,1998 Australian Grand Prix,45
1033,2020,3,Hungarian Grand Prix,19-Jul-20,13:10:00,https://en.wikipedia.org/wiki/2020_Hungarian_Grand_Prix,6.1,1,0,"Wet at start, partly cloudy",Y,hungaroring,2020,1,2020 Hungarian Grand Prix,222
342,2010,6,Monaco Grand Prix,16-May-10,12:00:00,http://en.wikipedia.org/wiki/2010_Monaco_Grand_Prix,6.217,12,2,"Mainly cloudy, dry",N,monaco,2010,1,2010 Monaco Grand Prix,98
1015,2019,6,Monaco Grand Prix,26-May-19,13:10:00,https://en.wikipedia.org/wiki/2019_Monaco_Grand_Prix,6.3,1,1,Overcast,N,monaco,2019,1,2019 Monaco Grand Prix,85
346,2010,10,British Grand Prix,11-Jul-10,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,7.203,4,1,Mainly sunny,N,silverstone,2010,1,2010 British Grand Prix,161
1031,2020,1,Austrian Grand Prix,5-Jul-20,13:10:00,https://en.wikipedia.org/wiki/2020_Austrian_Grand_Prix,8.2,9,0,Sunny,N,red_bull_ring,2020,1,2020 Austrian Grand Prix,92
1047,2020,17,Abu Dhabi Grand Prix,13-Dec-20,13:10:00,https://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix,3.2,1,0,Clear,N,yas_marina,2020,1,2020 Abu Dhabi Grand Prix,79
896,2013,16,Indian Grand Prix,27-Oct-13,9:30:00,http://en.wikipedia.org/wiki/2013_Indian_Grand_Prix,6.502,4,1,"Sunny, haze",N,buddh,2013,1,2013 Indian Grand Prix,258
166,2000,9,French Grand Prix,2-Jul-00,\N,http://en.wikipedia.org/wiki/2000_French_Grand_Prix,,7,3,"Sunny, dry, Air Temp: 27°C",N,magny_cours,2000,1,2000 French Grand Prix,120
218,1997,12,Belgian Grand Prix,24-Aug-97,\N,http://en.wikipedia.org/wiki/1997_Belgian_Grand_Prix,,7,4,"Wet, then drying out with temperatures reaching up to 28 °C (82 °F)[1]",Y,spa,1997,1,1997 Belgian Grand Prix,192
1,2009,1,Australian Grand Prix,29-Mar-09,6:00:00,http://en.wikipedia.org/wiki/2009_Australian_Grand_Prix,7.937,8,5,Sunny with temperatures reaching up to 27 °C (81 °F)[2],N,albert_park,2009,1,2009 Australian Grand Prix,188
61,2006,9,Canadian Grand Prix,25-Jun-06,13:00:00,http://en.wikipedia.org/wiki/2006_Canadian_Grand_Prix,,8,5,Sunny and warm with temperatures reaching up to 28 °C (82 °F); wind speeds up to 4.1 kilometres per hour (2.5 mph)[1],N,villeneuve,2006,1,2006 Canadian Grand Prix,85
82,2005,12,German Grand Prix,24-Jul-05,14:00:00,http://en.wikipedia.org/wiki/2005_German_Grand_Prix,,1,0,"Cloudy with drizzle, but staying dry during the race. Air temp: 24°C.",N,hockenheimring,2005,1,2005 German Grand Prix,102
989,2018,1,Australian Grand Prix,25-Mar-18,5:10:00,https://en.wikipedia.org/wiki/2018_Australian_Grand_Prix,6.1,5,0,Sunny,N,albert_park,2018,1,2018 Australian Grand Prix,49
844,2011,4,Turkish Grand Prix,8-May-11,12:00:00,http://en.wikipedia.org/wiki/2011_Turkish_Grand_Prix,7.306,2,0,"Sunny, Fine and Dry[2] Air Temp 17 °C (63 °F)[2] Track Temp 35 °C (95 °F) dropping to 30 °C (86 °F)[2]",N,istanbul,2011,1,2011 Turkish Grand Prix,364
344,2010,8,Canadian Grand Prix,13-Jun-10,16:00:00,http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix,8.668,5,1,Warm with temperatures approaching 26 °C (79 °F); wind speeds up to 4.9 kilometres per hour (3.0 mph)[1],N,villeneuve,2010,1,2010 Canadian Grand Prix,246
1035,2020,5,70th Anniversary Grand Prix,9-Aug-20,13:10:00,https://en.wikipedia.org/wiki/70th_Anniversary_Grand_Prix,6.8,1,0,Sunny,N,silverstone,2020,1,2020 70th Anniversary Grand Prix,215
916,2014,17,United States Grand Prix,2-Nov-14,20:00:00,http://en.wikipedia.org/wiki/2014_United_States_Grand_Prix,7.33,3,1,"Sunny,",N,americas,2014,1,2014 United States Grand Prix,177
948,2016,1,Australian Grand Prix,20-Mar-16,5:00:00,https://en.wikipedia.org/wiki/2016_Australian_Grand_Prix,7.76,6,2,Partly cloudy22–23 °C (72–73 °F) air temperature26–36 °C (79–97 °F) track temperature4 m/s (8.9 mph; 14 km/h) wind from the south[4],N,albert_park,2016,1,2016 Australian Grand Prix,145
49,2007,14,Belgian Grand Prix,16-Sep-07,12:00:00,http://en.wikipedia.org/wiki/2007_Belgian_Grand_Prix,,5,0,"Partly cloudy, mild and dry",N,spa,2007,1,2007 Belgian Grand Prix,132
900,2014,1,Australian Grand Prix,16-Mar-14,6:00:00,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,6.89,8,2,"Overcast, 19 °C(66 °F)",N,albert_park,2014,1,2014 Australian Grand Prix,81
887,2013,8,British Grand Prix,30-Jun-13,12:00:00,http://en.wikipedia.org/wiki/2013_British_Grand_Prix,7.394,4,0,Dry,N,silverstone,2013,1,2013 British Grand Prix,347
1026,2019,17,Japanese Grand Prix,13-Oct-19,5:10:00,https://en.wikipedia.org/wiki/2019_Japanese_Grand_Prix,6.9,3,0,Sunny,N,suzuka,2019,1,2019 Japanese Grand Prix,158
88,2005,18,Japanese Grand Prix,9-Oct-05,14:00:00,http://en.wikipedia.org/wiki/2005_Japanese_Grand_Prix,,4,3,Partially cloudy and dry with temperatures reaching up to 25 °C (77 °F)[1],N,suzuka,2005,1,2005 Japanese Grand Prix,136
171,2000,14,Italian Grand Prix,10-Sep-00,\N,http://en.wikipedia.org/wiki/2000_Italian_Grand_Prix,,10,9,Sunny with temperatures reaching up to 29 °C (84 °F)[3],N,monza,2000,1,2000 Italian Grand Prix,53
173,2000,16,Japanese Grand Prix,8-Oct-00,\N,http://en.wikipedia.org/wiki/2000_Japanese_Grand_Prix,,7,2,Dry/wet,Y,suzuka,2000,1,2000 Japanese Grand Prix,105
248,1995,9,German Grand Prix,30-Jul-95,\N,http://en.wikipedia.org/wiki/1995_German_Grand_Prix,,15,1,"Sunny, 28°C",N,hockenheimring,1995,1,1995 German Grand Prix,0
260,1994,4,Monaco Grand Prix,15-May-94,\N,http://en.wikipedia.org/wiki/1994_Monaco_Grand_Prix,,15,6,Sunny,N,monaco,1994,1,1994 Monaco Grand Prix,0
283,1993,11,Hungarian Grand Prix,15-Aug-93,\N,http://en.wikipedia.org/wiki/1993_Hungarian_Grand_Prix,,14,6,not found,N,hungaroring,1993,1,1993 Hungarian Grand Prix,0
292,1992,4,Spanish Grand Prix,3-May-92,\N,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix,,22,12,"Dry at start, wet later",Y,catalunya,1992,1,1992 Spanish Grand Prix,0
310,1991,6,Mexican Grand Prix,16-Jun-91,\N,http://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix,,22,2,Mostly Cloudy24 °C (75 °F)[1],N,rodriguez,1991,1,1991 Mexican Grand Prix,0
318,1991,14,Spanish Grand Prix,29-Sep-91,\N,http://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix,,17,5,not found,N,catalunya,1991,1,1991 Spanish Grand Prix,0
330,1990,10,Hungarian Grand Prix,12-Aug-90,\N,http://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix,,20,5,Dry,N,hungaroring,1990,1,1990 Hungarian Grand Prix,0
120,2003,13,Hungarian Grand Prix,24-Aug-03,\N,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,,7,0,"Warm, dry and sunny, 28 °C (82 °F)",N,hungaroring,2003,1,2003 Hungarian Grand Prix,156
610,1973,6,Monaco Grand Prix,3-Jun-73,\N,http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix,,16,1,not found,N,monaco,1973,1,1973 Monaco Grand Prix,0
623,1972,4,Monaco Grand Prix,14-May-72,\N,http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix,,8,6,Wet,Y,monaco,1972,1,1972 Monaco Grand Prix,0
632,1971,1,South African Grand Prix,6-Mar-71,\N,http://en.wikipedia.org/wiki/1971_South_African_Grand_Prix,,12,1,"Sunny, Hot, Dry",N,kyalami,1971,1,1971 South African Grand Prix,0
650,1970,8,German Grand Prix,2-Aug-70,\N,http://en.wikipedia.org/wiki/1970_German_Grand_Prix,,18,0,not found,N,hockenheimring,1970,1,1970 German Grand Prix,0
665,1969,10,United States Grand Prix,5-Oct-69,\N,http://en.wikipedia.org/wiki/1969_United_States_Grand_Prix,,12,1,Dry with temperatures reaching up to 64 °F (18 °C); wind speeds up to 10.1 miles per hour (16.3 km/h)[1],N,watkins_glen,1969,1,1969 United States Grand Prix,0
